category	product
1	абрикос
1	абрикос сушений цілий без кісточки
1	абрикоси сушені
1	ананаси консервовані кільцями
1	ананаси
1	ананаси консервовані шматочками
1	ананаси сушені
1	анчоус
1	арахіс
1	арахіс у цукрі з кунжутом
1	асорті фруктово-горіхове
1	балик
1	батончик з арахісом
1	батончик з курагою
1	батончик з чорносливом
1	бички
1	бички, обсмажені в томатному соусі
1	борошно житнє
1	борошно пшеничне
1	буженина
1	вареники з картоплею
1	вареники з картоплею і грибами
1	вареники з картоплею і печінкою
1	вафельний батончик
1	вафельний батончик
1	вафлі
1	вермішель тонка
1	виноград сушений кишмиш
1	виріб м`ясомісткий
1	гвоздика
1	гірчиця міцна
1	горішки арахісу
1	горішки арахісу солоні смажені
1	горох колотий
1	горошок зелений
1	горошок зелений консервований
1	гриби шампіньйони мариновані
1	грильяж з повітряних зерен рису
1	грильяж соняшниковий
1	грудинка
1	десерт молочний
1	десерт молочний з арахісом
1	драже
1	драже арахіс
1	драже ізюм
1	драже насіння соняшника
1	драже помадкове
1	драже помадне
1	драже рисові кульки
1	драже фундук
1	дріжджі сухі хлібопекарські
1	желе
1	журавлина
1	журавлина сушена
1	закуска грибна
1	закуска з бужениною
1	закуска з шинкою і сиром
1	закуска зі смаком креветки
1	закуска куряча
1	зефір
1	імбир
1	імбир мелений
1	ірис вершковий
1	йогурт
1	йогурт з ананасовим наповнювачем
1	йогурт з малиновим наповнювачем
1	йогурт з наповнювачем персик-маракуйя
1	йогурт з наповнювачем чорниця
1	кава натуральна розчинна гранульована
1	кава натуральна розчинна сублімована
1	кава
1	кава смажена мелена, натуральна
1	какао
1	какао порошок
1	капуста брокколі
1	капуста брюсельська
1	карамель барбарис
1	карамель дюшес
1	карамель молочний коктейль
1	карамель рачок-добрячок
1	картопляне пюре
1	картопляне пюре швидкого приготування
1	картопляні снеки
1	каша вівсяна
1	квас
1	квас хлібний
1	квасоля
1	квасоля стручкова
1	квасоля у томантому соусі
1	кекс
1	кекс з вишневим наповнювачем
1	кекс з персиковим наповнювачем
1	кетчуп гострий
1	кетчуп томатний
1	кетчуп шашличний
1	ковбаса брауншвейгська
1	ковбаса вершкова
1	ковбаса золотиста
1	ковбаса краківська
1	ковбаса лікарська
1	ковбаса любительська 
1	ковбаса молочна 
1	ковбаса ново-миргородська
1	ковбаса останкінська 
1	ковбаса салямі фінська 
1	ковбаса фірмова 
1	ковбаса тернопільска 
1	ковбаски віденські
1	ковбаски до пива
1	козинаки асорті
1	козинаки асорті
1	козинаки з арахісу
1	козинаки з кунжуту
1	козинаки соняшникові
1	консерви бички
1	консерви кілька чорноморська нерозібрана в томатному соусі
1	консерви курка
1	консерви м`ясні
1	консерви м`ясо курки
1	консерви печінка тріски
1	консерви рибні
1	консерви рибні бички
1	консерви рибні кілька
1	консерви сардина
1	консерви свинина
1	консерви яловичина
1	кориця мелена
1	крабові палички заморожені
1	крабові палички охолоджені
1	крекер 
1	крекер ніжний
1	крекер цибулевий
1	круасан
1	круасан з вареним згущеним молоком
1	круасан з вишневим наповнювачем
1	круасан з наповнювачем чорна смородина
1	крупа
1	крупа булгур
1	крупа гречана непропарена
1	крупа гречана проділ
1	крупа гречана ядриця 
1	крупа кукурудзяна
1	крупа манна
1	крупа перлова
1	крупа пшенична
1	крупа пшоно 
1	крупа рис круглозернистий
1	крупа рис довгозернистий
1	кукурудза
1	кукурудза консервована
1	кульки з какао
1	лавровий лист
1	лимонна кислота
1	локшина
1	майонез салатний
1	мак
1	макарони
1	макаронні вироби
1	макаронні вироби бантики трьохкольорові
1	макаронні вироби вермішель
1	макаронні вироби гребінці
1	макаронні вироби спагеті
1	макаронні вироби спіралі
1	маргарин
1	маргарин столовий вершковий
1	мармелад глазурований 
1	маслини
1	маслини без кісточки
1	маслини з кісточкою
1	мед акацієвий
1	мед липовий
1	мідії в олії
1	молоко згущене варене
1	молоко згущене незбиране з цукром
1	морозиво
1	морозиво з ароматом ванілі
1	морозиво з вареним згущеним молоком
1	морозиво з вишневим наповнювачем 
1	морозиво з какао
1	пломбір
1	морозиво пломбір
1	мускатний горіх
1	мушля
1	мюслі
1	напівфабрикати
1	напій
1	байкал сильногазований
1	байкал сильногазований
1	напій з цикорію
1	кола сильногазований пет
1	лимонад сильногазований пет
1	мохіто сильногазований пет
1	тархун сильногазований пет
1	цитринка
1	насіння льону
1	насіння соняшника
1	овочі
1	оливки без кісточки
1	оливки фаршировані креветками
1	оливки
1	оливки чорні
1	олія
1	олія соняшникова
1	оселедець
1	оселедець в олії
1	паста
1	паста томатна
1	паштет домашній
1	паштет екстра
1	паштет з печінки
1	паштет з печінки індички 
1	паштет печінковий
1	пельмені
1	пельмені з курячім м`ясом
1	пельмені з м`ясом індички
1	пельмені з яловичиною
1	пельмені зі свининою та яловичиною
1	пельмені свинячо-яловичі
1	пельмені сибірські
1	перець духмяний
1	перець червоний
1	перець чорний 
1	персики 
1	печиво
1	печиво здобне
1	печиво зоосвіт
1	печиво марія
1	печиво треффі
1	печиво хрустке
1	печиво цукрове
1	пластівці
1	пластівці вівсяні
1	пластівці кукурудзяні
1	попкорн
1	порошок гірчичний
1	пресерви 
1	пресерви оселедець
1	продукт сирний
1	продукт сметанний
1	пряники
1	пряники малюк
1	пряники глазуровані з какао
1	пряники з начинкою
1	пряники зі згущеним молоком
1	пряники молочні
1	пудра цукрова 
1	путасу
1	пшеничні снеки
1	рагу овочеве
1	ризькі шпроти
1	рис довгозернистий
1	рис шліфований
1	ріжки
1	рулет бісквітний
1	сардельки австрійські
1	сардельки з сиром
1	свинина тушкована
1	сир голландський
1	сир твердий російський
1	сир твердий гауда
1	сир твердий едам
1	сир твердий звенигородський
1	сирок глазурований
1	сіль морська харчова
1	сметана
1	сода
1	соломка солодка
1	соломка солона
1	сосиски з молоком
1	сосиски з сиром
1	соус тартар
1	соус томатний
1	ставридка
1	стружка кальмара
1	стружка кокосова
1	суміш весняна
1	суміш мексиканська
1	суміш овочі по-селянськи 
1	суп з цвітної капусти
1	суп овочевий з грибами
1	сухарики
1	сухарики-грінки
1	сухарі здобні з родзинками
1	сухарі панірувальні
1	сушки
1	сьомга
1	тісто
1	торт вафельний
1	тушка охолоджена
1	фарш лососевий
1	фігурні вироби
1	філе пангасіуса
1	фініки
1	фісташки
1	форель
1	халва з арахісом
1	халва з ароматом ванілі
1	хінкалі
1	холодний чай
1	холодний чай зелений
1	холодний чай чорний
1	хрусткі трубочки
1	цукерки 
1	цукерки глазуровані
1	цукерки желейні
1	цукерки жувальні
1	цукерки пташине молоко 
1	цукерки шоколадні
1	цукор 
1	цукор пресований
1	чай зелений
1	чай зелений байховий
1	чай зелений з жасмином
1	чай зелений листовий
1	чай чорний 
1	чай чорний байховий
1	чай чорний гранульований
1	чай чорний середньолистовий
1	чай чорний цейлонський
1	чверть задня
1	чіпси картопляні з сіллю
1	чорнослив без кісточки
1	шийка делікатесна 
1	шинка асорті 
1	шинка куряча
1	шоколад молочний
1	шоколад чорний
1	шоколад білий
1	щербет арахісовий
1	ядра волоського горіху сушені
1	ядра горіхів кешью
1	ядра насіння гарбуза
1	ядра насіння соняшнику не смажені
1	яйця курячі
1	яловичина
1	яловичина тушкована
1	яблуко
1	груша
1	вишня
1	лимон
1	апельсин
1	грейпфрут
1	деївська олійниця
1	бест альтернатива
1	екотехніка
1	олія майола
1	олія майола
1	макаронная фабрика
1	хлєбніков
1	добродія
1	житня сила
1	жменька
1	золоте зерно
1	львівські дріжджі
1	тая
1	агросельпром
1	лубенський молочний завод
1	мальцайт гмбх
1	ольф
1	харківські дріжджі
1	с бабушкиной грядки
1	українські в`ялені помідори
1	kuzan jam
1	mamaolikoli
1	здорово
1	леополіс
1	ніжин
1	херсонський завод екологічно чистих продуктів
1	дп м`ясо буковини
1	колос
1	кременчукм`ясо
1	етнопродукт
1	сосновський продукт
1	деревня перепелкино
1	дмитрук
1	кролікофф
1	українська дичина
1	фаворит плюс
1	ятрань
1	черняхівські ковбаси
1	селиська сироварня
1	inmilkco
1	ажур
1	бмк
1	бмк
1	богодухівський молокозавод
1	вімм-білль-данн
1	терра фуд
1	етнопродукт
1	куп`янський молочноконсервний комбінат
1	лімо
1	лукавиця
1	молочний альянс
1	кагма
1	путильська молочарня
1	рудь
1	гармонія
1	злагода
1	ласунчик
1	молокія
1	ферма
1	galicia
1	vilter
1	глибкон
1	добра вода
1	екопродукт
1	lacomba
1	кава lacomba
1	кава зі львова
1	карпатська скарбниця здоров`я
1	мономах
1	наш сік
1	панорама
1	сади прикарпаття
1	галка
1	фіто україна
1	чайна хата
1	весела бжілка
1	житомирська кондитерська фабрика
1	львівська майстреня шоколаду
2	ноутбук
2	планшет
2	смартфон
2	сумка для ноутбука
2	рюкзак для ноутбука
2	флешка
2	веб-камера
2	колонки
2	спікер
2	акустична система
2	чохол для телефону
2	чохол для клавіатури
2	захисна плівка
2	карта пам`яті
2	навушники
2	bluetooth гарнітура
2	зарядний пристрій
2	powerbank
2	ліхтарик
2	кабель
2	процесор
2	cpu
2	відеокарта
2	жорсткий диск
2	hdd
2	ssd
2	оперативна пам`ять
2	ram
2	блок живлення
2	корпус
2	принтер
2	сканер
2	проектор
2	сумка для проектора
2	оптичний привод
2	dvd
2	cd
2	звукова карта
2	монітор
2	миша
2	комп`ютерна миша
2	клавіатура
2	графічний планшет
2	сервер
2	роутер
2	маршрутизатор
2	комунікатор
2	ігрова консоль
2	xbox
2	ip-камера
2	нетбук
2	макбук
2	стабілізатор напруги
2	мобільний телефон
2	офісний телефон
2	універсальна мобільна батарея
2	чохол для телефону
2	чохол для мобільного телефону
2	чохол для смартфону
2	селфі палка
2	тримач
2	окуляри віртуальної реальності
2	захисне скло
2	телевізори
2	smart tv
2	підставка для телевізора
2	кабель
2	перехідник
2	тв-антена
2	тв-ресівер
2	фотоапарат
2	відеокамера
2	об`єктив
2	лінза
2	акамулятор
2	штатив
2	зарядний пристрій
2	спалах
2	сумка для фотоапарата
2	dvd-центр
2	домашній кінотеатр
2	екран
2	акустична система
2	av-ресивер
2	навушники
2	електронна книга
2	розумний годинник
2	зовнішній жорсткий диск
2	відеореєстратор
2	навігатор
2	gps-навігатор
2	пральна машина
2	холодильник
2	духова шафа
2	морозильна камера
2	витяжка
2	посудомийна машина
2	конвектор
2	радіатор
2	кондиціонер
2	очищувач повітря
2	обігрівач
2	мультиварка
2	мікрохвильва піч
2	блендер
2	кавоварка
2	м`ясорубка
2	електрочайник
2	сушарка для овочів
2	сокочавильниця
2	міксер
2	тостер
2	кавомолка
2	йогуртниця
2	пилосос
2	фен
2	електробритва
2	тонометр
2	ваги
2	lenovo
2	acer
2	asus
2	microsoft
2	xiaomi
2	apple
2	iphone
2	dell
2	hp
2	hewllett packard
2	msi
2	sony
2	prestigio
2	goclever
2	lg
2	samsung
2	nomi
2	ergo
2	sven
2	philips
2	koss
2	panasonic
2	logitech
2	madpax
2	lobster
2	cocoon
2	promate
2	evero
2	razer
2	trust
2	maxxter
2	a4tech
2	gemix
2	genius
2	sandisk
2	patriot
2	team
2	sillicon power
2	transcend
2	kingston
2	toshiba
2	patriot
2	uniq
2	hitachi
2	adata
2	ocz
2	intel
2	hynix
2	goodram
2	tp-link
2	benq
2	viewsonic
2	amd
2	nvidia
2	geforce
2	radeon
2	wifi
2	asrock
2	deepcool
2	aerocool
3	котелок
3	хустка
3	пальто
3	туфлі
3	термобілизна
3	бандана
3	майка
3	комбінація
3	фартух
3	блейзер
3	блуза
3	піратка
3	колготки 
3	бейсболка
3	пара взуття
3	комбідрес
3	краватка
3	каньги
3	чоботи
3	костюм
3	футболка
3	мокасини
3	плащ
3	панчохи
3	халат
3	балаклава
3	смокінг
3	джинси
3	ковбойский капелюх
3	в`єтнамки
3	шуба
3	купальник
3	високі чоботисукня
3	берци
3	боді
3	шнурки
3	рукавички
3	спортивний костюм
3	мантія
3	постоли
3	личаки
3	картуз
3	міні-спідниця
3	капелюх
3	уггі
3	сланці
3	кеди
3	перука
3	шкарпетки чоловічі
3	сандалії
3	чоловічі труси
3	трусики танга
3	лапті
3	дублянка
3	кросівки
3	спідниця
3	каптур
3	валянки
3	черевики
3	бушлат
3	боксерки
3	бікіні
3	шарф
3	пеньюар
3	шкарпетки
3	ковпак
3	чув`яки
3	капці
3	ічиги
3	плавки
3	доха
3	кроссівки
3	джемпер
3	труси
3	пуловер
3	бутильони
3	кітель
3	діадема
3	мундир
3	топ
3	тілогрійка
3	трусики
3	краватка-метелик
3	косинка
3	бюстгальтер
3	ліфчик
3	бриль
3	риза
3	комбінезон
3	сорочка
3	метелик
3	шпильки
3	ватник
3	нічна сорочка
3	бурка
3	взуття
3	шинель
3	калоші
3	роликові кросівки
3	піжама
3	ремінь
3	светр
3	сандалі
3	шкіряна куртка
3	федора
3	куртка із каптуром
3	снікерси
3	куртка
3	пара штанів
3	кепка
3	босоніжки
3	жилет
3	вуаль
3	штани
3	маска
3	сюртук
3	шорти
3	бюстьє
3	жіночі труси
3	шкарпетки жіночі
3	вишиванка
3	спідниця
3	джинсова куртка
3	бомбер
3	вітровка
3	башмак
3	босоножки
3	ботинки
3	валенки
3	калоши
3	кеды
3	кроссовки
3	лыжные ботинки
3	сандалии
3	сапоги
3	тапочки
3	туфли
3	туфли-балетки
3	трапециевидное платье
3	бальное платье
3	платье-футляр
3	домашний халат
3	махровый халат
3	купальный халат
3	вечернее платье
3	маскарадный костюм
3	сарафан
3	халат
3	кимоно
3	сари
3	сарі
3	платье-рубашка
3	платье-комбинация
3	блузка
3	рубашка-поло
3	футболка
3	туника
3	тенніска
3	анорак
3	кардиган
3	худі
3	брюки-клеш
3	бриджи
3	галифе
3	брюки-карго
3	брюки-дудочки
3	брюки-гольф
3	шаровары
3	шорти
3	слакси
3	кілт
3	джинси-стретч
3	фрак
3	слюнявчик
3	панамка
3	підтяжки
3	перчатки
3	гольфы
3	рукавички
3	пояс
3	плавки
3	купальник
3	кальсони
3	трико
3	берет
3	стетсон
3	вуаль
3	фата
4	хусточки паперові
4	ватні палички
4	диски ватні
4	вологі серветки
4	серветки вологі
4	крем-мило
4	лак для волосся
4	мус для волосся
4	рідина для зняття лаку
4	губка банна
4	шампунь
4	шампунь-кондиціонер
4	шампунь-бальзам кропива
4	крем-мило
4	крем для рук
4	ополіскувач для ротової порожнини
4	бальзам-ополіскувач
4	крем зволожуючий
4	крем живильний
4	серветки косметичні
4	мило туалетное
4	рідина для зняття лаку
4	серветки
4	серветки паперові
4	рушники паперові
4	туалетний папір
4	губки металеві
4	шкребок
4	плівка харчова
4	освіжувач повітря
4	засіб для миття підлоги і стін
4	засіб для миття посуду
4	засіб для миття посуду
4	миючий засіб
4	скатертина
4	рукавички господарські
4	рушник паперовий
4	таблетки для зливного бачка
4	лампа
4	миючий засіб для посуду
4	мило господарське рідке
4	фольга для випікання
4	валік
4	губки кухонні
4	засіб для прочистки зливних труб
4	суміш грунтова універсальна
4	свічки
4	набір свічок господарських
4	набір посуду одноразового
4	посуд одноразовий
4	тарілки одноразові
4	вилки одноразові
4	ложки одноразові
4	стакани одноразові
4	липка стрічка від мух
4	пластини проти літаючих комах
4	лосьйон від комарів
4	електрофумігатор
4	пакети для сміття
4	наповнювач гігієнічний 
4	зубочистки
4	рукав для запікання
4	пергамент харчовий
4	зубна щітка
4	зубна паста
4	соломинки
4	тримач для рушників
4	склянка
4	графин
4	ножиці
4	пляшка
4	форма для кексів
4	форма для випікання
4	лопатка
4	щіточка
4	пілер
4	сито
4	кошики підвісні
4	набір приборів
4	набір столових приборів
4	губка для посуду
4	ганчірка
4	губки для чищення
4	засіб для чищення
4	розпилювач
4	ролик для знання пилу
4	щітка для прибирання
4	совок
4	віник
4	сумка для прання
4	прищіпки
4	відро
4	м`ячик
4	склоочищувач
4	миска
4	скребок для миття
4	коврик для ванної
4	мильниця
4	вантуз
4	термометр
4	сушилка для білизни
4	сушилка для рук
4	тарілка
4	кружка
4	чашка
4	миска
4	салатниця
4	бокал
4	рюмка
4	набір чашок
4	чашка
4	фарфорова чашка
4	керамічна чашка
4	пластикова чашка
4	піала
4	набір мисок
4	набір піал
4	склянка
4	цукерниця
4	супниця
4	фляжка
4	підставка
4	сервіз
4	комплект постільної білизни
4	подушка
4	ковдра
